Employee ID,Application,Entitlement Name,Entitlement ID,Access Level
R357663,Compliance Platform,CMP-USRegulatory,CMP010,Read
A771957,Active Directory,AD-Login,AD001,Read
A771957,Active Directory,AD-Email,AD002,Read
A771957,Active Directory,AD-Intranet,AD003,Read
A771957,HR Portal,HRP-SelfService,HRP001,Read
A771957,HR Portal,HRP-TimeEntry,HRP002,Write
A771957,Compliance Training,CT-AnnualCert,CT001,Execute
A771957,CRM Platform,CRM-ClientView,CRM001,Read
A771957,CRM Platform,CRM-ClientEdit,CRM002,Write
A771957,CRM Platform,CRM-Reports,CRM004,Read
A771957,Credit Analysis System,CAS-CreditView,CAS001,Read
A771957,Credit Analysis System,CAS-CreditScore,CAS002,Execute
A771957,Credit Analysis System,CAS-LimitSet,CAS004,Write
A771957,Transaction Banking Platform,TBP-CashMgmt,TBP001,Read
A771957,Transaction Banking Platform,TBP-TradeFinance,TBP002,Read
A771957,Transaction Banking Platform,TBP-Payments,TBP003,Execute
A771957,Transaction Banking Platform,TBP-Custody,TBP004,Read
A771957,KYC System,KYC-ClientDueDiligence,KYC001,Read
A771957,KYC System,KYC-RiskRating,KYC002,Write
A771957,Compliance Platform,CMP-EURegulatory,CMP011,Read
A771957,Compliance Platform,CMP-GDPR,CMP012,Read
S645081,Active Directory,AD-Login,AD001,Read
S645081,Active Directory,AD-Email,AD002,Read
S645081,Active Directory,AD-Intranet,AD003,Read
S645081,HR Portal,HRP-SelfService,HRP001,Read
S645081,HR Portal,HRP-TimeEntry,HRP002,Write
S645081,Strategy Platform,SP-MarketAnalysis,SP001,Read
S645081,Strategy Platform,SP-StrategyDocs,SP003,Write
S645081,M&A Platform,MA-DealRoom,MA001,Read
S645081,M&A Platform,MA-DueDiligence,MA003,Write
S645081,IR Platform,IR-Filings,IR001,Write
S645081,IR Platform,IR-InvestorComms,IR002,Write
S645081,Financial Reporting,FR-StratReports,FR010,Read
S645081,Compliance Platform,CMP-USRegulatory,CMP010,Read
E190876,Active Directory,AD-Login,AD001,Read
E190876,Active Directory,AD-Email,AD002,Read
E190876,Active Directory,AD-Intranet,AD003,Read
E190876,HR Portal,HRP-SelfService,HRP001,Read
E190876,Compliance Training,CT-AnnualCert,CT001,Execute
E190876,CRM Platform,CRM-ClientView,CRM001,Read
E190876,CRM Platform,CRM-ClientEdit,CRM002,Write
E190876,CRM Platform,CRM-DealPipeline,CRM003,Write
E190876,CRM Platform,CRM-Reports,CRM004,Read
E190876,Credit Analysis System,CAS-CreditView,CAS001,Read
E190876,Credit Analysis System,CAS-CreditScore,CAS002,Execute
E190876,Credit Analysis System,CAS-CreditApprove,CAS003,Approve
E190876,Credit Analysis System,CAS-LimitSet,CAS004,Write
E190876,Transaction Banking Platform,TBP-CashMgmt,TBP001,Read
E190876,Transaction Banking Platform,TBP-TradeFinance,TBP002,Read
E190876,Transaction Banking Platform,TBP-Custody,TBP004,Read
E190876,KYC System,KYC-ClientDueDiligence,KYC001,Read
E190876,KYC System,KYC-RiskRating,KYC002,Write
E190876,HR Portal,HRP-TeamView,HRP010,Read
E190876,HR Portal,HRP-Approval,HRP011,Approve
E190876,HR Portal,HRP-BudgetView,HRP012,Read
E190876,HR Portal,HRP-HiringApproval,HRP013,Approve
E190876,Compliance Platform,CMP-USRegulatory,CMP010,Read
M042835,Active Directory,AD-Login,AD001,Read
M042835,Active Directory,AD-Email,AD002,Read
M042835,Active Directory,AD-Intranet,AD003,Read
M042835,HR Portal,HRP-SelfService,HRP001,Read
M042835,HR Portal,HRP-TimeEntry,HRP002,Write
M042835,Compliance Training,CT-AnnualCert,CT001,Execute
M042835,General Ledger,GL-JournalEntry,GL001,Write
M042835,General Ledger,GL-AccountRecon,GL003,Write
M042835,General Ledger,GL-TrialBalance,GL004,Read
M042835,Financial Reporting,FR-MgmtReports,FR001,Read
M042835,Financial Reporting,FR-RegReports,FR002,Read
M042835,Financial Reporting,FR-Consolidation,FR003,Execute
M042835,Budget System,BS-Forecast,BS002,Write
M042835,Accounts Payable,AP-InvoiceEntry,AP001,Write
M042835,Compliance Platform,CMP-EURegulatory,CMP011,Read
M042835,Compliance Platform,CMP-GDPR,CMP012,Read
A905660,Active Directory,AD-Login,AD001,Read
A905660,Active Directory,AD-Email,AD002,Read
A905660,Active Directory,AD-Intranet,AD003,Read
A905660,HR Portal,HRP-SelfService,HRP001,Read
A905660,HR Portal,HRP-TimeEntry,HRP002,Write
A905660,Compliance Training,CT-AnnualCert,CT001,Execute
A905660,ServiceNow,SN-IncidentMgmt,SN001,Write
A905660,ServiceNow,SN-ChangeMgmt,SN002,Write
A905660,ServiceNow,SN-ProblemMgmt,SN003,Write
A905660,CI/CD Platform,CICD-Build,CICD001,Execute
A905660,CI/CD Platform,CICD-Deploy,CICD002,Execute
A905660,CI/CD Platform,CICD-RepoAccess,CICD003,Write
A905660,Cloud Platform,CP-AWSConsole,CP001,Read
A905660,Cloud Platform,CP-AzureConsole,CP002,Read
A905660,Monitoring Tools,MT-Splunk,MT001,Read
A905660,Monitoring Tools,MT-Grafana,MT002,Read
A905660,Monitoring Tools,MT-PagerDuty,MT003,Write
A905660,HR Portal,HRP-TeamView,HRP010,Read
A905660,HR Portal,HRP-Approval,HRP011,Approve
A905660,Compliance Platform,CMP-EURegulatory,CMP011,Read
A905660,Compliance Platform,CMP-GDPR,CMP012,Read
I098573,Active Directory,AD-Login,AD001,Read
I098573,Active Directory,AD-Email,AD002,Read
I098573,Active Directory,AD-Intranet,AD003,Read
I098573,HR Portal,HRP-SelfService,HRP001,Read
I098573,HR Portal,HRP-TimeEntry,HRP002,Write
I098573,Core Banking System,CBS-AccountView,CBS001,Read
I098573,Core Banking System,CBS-AccountOpen,CBS002,Write
I098573,Core Banking System,CBS-LoanOriginate,CBS003,Write
I098573,Core Banking System,CBS-LoanApprove,CBS004,Approve
I098573,Digital Banking Platform,DBP-MobileConfig,DBP001,Write
I098573,Digital Banking Platform,DBP-OnlineBanking,DBP002,Admin
I098573,Digital Banking Platform,DBP-CardMgmt,DBP003,Write
I098573,CRM Platform,CRM-RetailClient,CRM010,Read
I098573,CRM Platform,CRM-SBBClient,CRM011,Read
I098573,CRM Platform,CRM-Campaigns,CRM012,Write
I098573,Collections System,COL-DelinqView,COL001,Read
I098573,Collections System,COL-Workout,COL002,Write
I098573,HR Portal,HRP-TeamView,HRP010,Read
I098573,HR Portal,HRP-Approval,HRP011,Approve
I098573,HR Portal,HRP-BudgetView,HRP012,Read
I098573,HR Portal,HRP-HiringApproval,HRP013,Approve
I098573,Financial Reporting,FR-ExecDashboard,FR020,Read
I098573,Financial Reporting,FR-BoardReports,FR021,Read
I098573,Strategy Platform,SP-ExecStrategy,SP010,Read
I098573,Compliance Platform,CMP-APACRegulatory,CMP013,Read
J238773,Active Directory,AD-Login,AD001,Read
J238773,Active Directory,AD-Email,AD002,Read
J238773,Active Directory,AD-Intranet,AD003,Read
J238773,HR Portal,HRP-TimeEntry,HRP002,Write
J238773,Compliance Training,CT-AnnualCert,CT001,Execute
J238773,HRIS,HRIS-EmpRecords,HRIS001,Write
J238773,HRIS,HRIS-PayrollView,HRIS002,Read
J238773,Recruiting Platform,RP-JobPost,RP001,Write
J238773,Recruiting Platform,RP-CandidateReview,RP002,Read
J238773,Recruiting Platform,RP-OfferMgmt,RP003,Write
J238773,Learning Management,LMS-ContentCreate,LMS002,Write
J238773,Learning Management,LMS-ReportView,LMS003,Read
J238773,Performance System,PS-GoalSetting,PS001,Write
J238773,Compliance Platform,CMP-EURegulatory,CMP011,Read
J238773,Compliance Platform,CMP-GDPR,CMP012,Read
L923211,Active Directory,AD-Login,AD001,Read
L923211,Active Directory,AD-Email,AD002,Read
L923211,Active Directory,AD-Intranet,AD003,Read
L923211,HR Portal,HRP-TimeEntry,HRP002,Write
L923211,Compliance Training,CT-AnnualCert,CT001,Execute
L923211,CRM Platform,CRM-ClientView,CRM001,Read
L923211,CRM Platform,CRM-ClientEdit,CRM002,Write
L923211,CRM Platform,CRM-DealPipeline,CRM003,Write
L923211,CRM Platform,CRM-Reports,CRM004,Read
L923211,Credit Analysis System,CAS-CreditView,CAS001,Read
L923211,Credit Analysis System,CAS-CreditScore,CAS002,Execute
L923211,Credit Analysis System,CAS-LimitSet,CAS004,Write
L923211,Transaction Banking Platform,TBP-CashMgmt,TBP001,Read
L923211,Transaction Banking Platform,TBP-TradeFinance,TBP002,Read
L923211,Transaction Banking Platform,TBP-Payments,TBP003,Execute
L923211,Transaction Banking Platform,TBP-Custody,TBP004,Read
L923211,KYC System,KYC-ClientDueDiligence,KYC001,Read
L923211,KYC System,KYC-RiskRating,KYC002,Write
L923211,Compliance Platform,CMP-USRegulatory,CMP010,Read
F044724,Active Directory,AD-Login,AD001,Read
F044724,Active Directory,AD-Email,AD002,Read
F044724,Active Directory,AD-Intranet,AD003,Read
F044724,HR Portal,HRP-SelfService,HRP001,Read
F044724,HR Portal,HRP-TimeEntry,HRP002,Write
F044724,Compliance Training,CT-AnnualCert,CT001,Execute
F044724,CRM Platform,CRM-ClientView,CRM001,Read
F044724,CRM Platform,CRM-ClientEdit,CRM002,Write
F044724,CRM Platform,CRM-DealPipeline,CRM003,Write
F044724,CRM Platform,CRM-Reports,CRM004,Read
F044724,Credit Analysis System,CAS-CreditView,CAS001,Read
F044724,Credit Analysis System,CAS-CreditScore,CAS002,Execute
F044724,Credit Analysis System,CAS-CreditApprove,CAS003,Approve
F044724,Credit Analysis System,CAS-LimitSet,CAS004,Write
F044724,Transaction Banking Platform,TBP-CashMgmt,TBP001,Read
F044724,Transaction Banking Platform,TBP-Payments,TBP003,Execute
F044724,Transaction Banking Platform,TBP-Custody,TBP004,Read
F044724,KYC System,KYC-ClientDueDiligence,KYC001,Read
F044724,HR Portal,HRP-TeamView,HRP010,Read
F044724,HR Portal,HRP-Approval,HRP011,Approve
F044724,HR Portal,HRP-BudgetView,HRP012,Read
F044724,Compliance Platform,CMP-USRegulatory,CMP010,Read
C168088,Active Directory,AD-Login,AD001,Read
C168088,Active Directory,AD-Email,AD002,Read
C168088,Active Directory,AD-Intranet,AD003,Read
C168088,HR Portal,HRP-SelfService,HRP001,Read
C168088,Compliance Training,CT-AnnualCert,CT001,Execute
C168088,CRM Platform,CRM-ClientView,CRM001,Read
C168088,CRM Platform,CRM-ClientEdit,CRM002,Write
C168088,CRM Platform,CRM-DealPipeline,CRM003,Write
C168088,CRM Platform,CRM-Reports,CRM004,Read
C168088,Credit Analysis System,CAS-CreditView,CAS001,Read
C168088,Credit Analysis System,CAS-CreditScore,CAS002,Execute
C168088,Credit Analysis System,CAS-CreditApprove,CAS003,Approve
C168088,Credit Analysis System,CAS-LimitSet,CAS004,Write
C168088,Transaction Banking Platform,TBP-CashMgmt,TBP001,Read
C168088,Transaction Banking Platform,TBP-TradeFinance,TBP002,Read
C168088,Transaction Banking Platform,TBP-Payments,TBP003,Execute
C168088,KYC System,KYC-ClientDueDiligence,KYC001,Read
C168088,KYC System,KYC-RiskRating,KYC002,Write
C168088,HR Portal,HRP-TeamView,HRP010,Read
C168088,HR Portal,HRP-Approval,HRP011,Approve
C168088,HR Portal,HRP-BudgetView,HRP012,Read
C168088,HR Portal,HRP-HiringApproval,HRP013,Approve
C168088,Compliance Platform,CMP-LATAMRegulatory,CMP014,Read
I280622,Active Directory,AD-Login,AD001,Read
I280622,Active Directory,AD-Email,AD002,Read
I280622,HR Portal,HRP-SelfService,HRP001,Read
I280622,HR Portal,HRP-TimeEntry,HRP002,Write
I280622,Compliance Training,CT-AnnualCert,CT001,Execute
I280622,ServiceNow,SN-IncidentMgmt,SN001,Write
I280622,ServiceNow,SN-ChangeMgmt,SN002,Write
I280622,ServiceNow,SN-ProblemMgmt,SN003,Write
I280622,ServiceNow,SN-AssetMgmt,SN004,Read
I280622,CI/CD Platform,CICD-Build,CICD001,Execute
I280622,CI/CD Platform,CICD-Deploy,CICD002,Execute
I280622,Cloud Platform,CP-AWSConsole,CP001,Read
I280622,Cloud Platform,CP-AzureConsole,CP002,Read
I280622,Monitoring Tools,MT-Splunk,MT001,Read
I280622,Monitoring Tools,MT-Grafana,MT002,Read
I280622,Monitoring Tools,MT-PagerDuty,MT003,Write
I280622,Compliance Platform,CMP-EURegulatory,CMP011,Read
I280622,Compliance Platform,CMP-GDPR,CMP012,Read
I280622,Bloomberg Terminal,BT-MarketData,BT001,Read
I280622,Bloomberg Terminal,BT-Analytics,BT002,Execute
M735495,Active Directory,AD-Login,AD001,Read
M735495,Active Directory,AD-Email,AD002,Read
M735495,Active Directory,AD-Intranet,AD003,Read
M735495,HR Portal,HRP-SelfService,HRP001,Read
M735495,HR Portal,HRP-TimeEntry,HRP002,Write
M735495,Compliance Training,CT-AnnualCert,CT001,Execute
M735495,Enterprise Risk Platform,ERP-RiskDashboard,ERP001,Read
M735495,Enterprise Risk Platform,ERP-RiskAssessment,ERP002,Write
M735495,Enterprise Risk Platform,ERP-ModelValidation,ERP004,Execute
M735495,Credit Risk System,CRS-LossModel,CRS002,Execute
M735495,Credit Risk System,CRS-Provisioning,CRS003,Write
M735495,Operational Risk System,ORS-IncidentLog,ORS001,Write
M735495,Operational Risk System,ORS-RCSA,ORS002,Write
M735495,Operational Risk System,ORS-KRI,ORS003,Read
M735495,Operational Risk System,ORS-ThirdParty,ORS004,Read
M735495,Compliance Training,CT-RiskCert,CT010,Execute
M735495,Compliance Platform,CMP-USRegulatory,CMP010,Read
S991628,Active Directory,AD-Login,AD001,Read
S991628,Active Directory,AD-Email,AD002,Read
S991628,Active Directory,AD-Intranet,AD003,Read
S991628,HR Portal,HRP-TimeEntry,HRP002,Write
S991628,Compliance Training,CT-AnnualCert,CT001,Execute
S991628,General Ledger,GL-JournalEntry,GL001,Write
S991628,Financial Reporting,FR-MgmtReports,FR001,Read
S991628,Financial Reporting,FR-RegReports,FR002,Read
S991628,Financial Reporting,FR-Consolidation,FR003,Execute
S991628,Budget System,BS-Forecast,BS002,Write
S991628,Budget System,BS-Variance,BS003,Read
S991628,Accounts Payable,AP-InvoiceEntry,AP001,Write
S991628,Accounts Payable,AP-PaymentRun,AP002,Execute
S991628,Compliance Platform,CMP-LATAMRegulatory,CMP014,Read
W351988,Active Directory,AD-Login,AD001,Read
W351988,Active Directory,AD-Email,AD002,Read
W351988,Active Directory,AD-Intranet,AD003,Read
W351988,HR Portal,HRP-SelfService,HRP001,Read
W351988,HR Portal,HRP-TimeEntry,HRP002,Write
W351988,Compliance Training,CT-AnnualCert,CT001,Execute
W351988,Enterprise Risk Platform,ERP-RiskDashboard,ERP001,Read
W351988,Enterprise Risk Platform,ERP-RiskAssessment,ERP002,Write
W351988,Enterprise Risk Platform,ERP-ModelValidation,ERP004,Execute
W351988,Credit Risk System,CRS-PortfolioView,CRS001,Read
W351988,Credit Risk System,CRS-LossModel,CRS002,Execute
W351988,Credit Risk System,CRS-Provisioning,CRS003,Write
W351988,Operational Risk System,ORS-IncidentLog,ORS001,Write
W351988,Operational Risk System,ORS-RCSA,ORS002,Write
W351988,Operational Risk System,ORS-KRI,ORS003,Read
W351988,Operational Risk System,ORS-ThirdParty,ORS004,Read
W351988,Compliance Training,CT-RiskCert,CT010,Execute
K921798,Active Directory,AD-Login,AD001,Read
K921798,Active Directory,AD-Email,AD002,Read
K921798,Active Directory,AD-Intranet,AD003,Read
K921798,HR Portal,HRP-SelfService,HRP001,Read
K921798,HR Portal,HRP-TimeEntry,HRP002,Write
K921798,Compliance Training,CT-AnnualCert,CT001,Execute
K921798,CRM Platform,CRM-ClientView,CRM001,Read
K921798,CRM Platform,CRM-ClientEdit,CRM002,Write
K921798,CRM Platform,CRM-DealPipeline,CRM003,Write
K921798,CRM Platform,CRM-Reports,CRM004,Read
K921798,Credit Analysis System,CAS-CreditView,CAS001,Read
K921798,Credit Analysis System,CAS-CreditScore,CAS002,Execute
K921798,Transaction Banking Platform,TBP-CashMgmt,TBP001,Read
K921798,Transaction Banking Platform,TBP-TradeFinance,TBP002,Read
K921798,Transaction Banking Platform,TBP-Payments,TBP003,Execute
K921798,Transaction Banking Platform,TBP-Custody,TBP004,Read
K921798,KYC System,KYC-ClientDueDiligence,KYC001,Read
K921798,KYC System,KYC-RiskRating,KYC002,Write
K921798,Compliance Platform,CMP-USRegulatory,CMP010,Read
E974643,Active Directory,AD-Login,AD001,Read
E974643,Active Directory,AD-Email,AD002,Read
E974643,Active Directory,AD-Intranet,AD003,Read
E974643,HR Portal,HRP-SelfService,HRP001,Read
E974643,HR Portal,HRP-TimeEntry,HRP002,Write
E974643,Compliance Training,CT-AnnualCert,CT001,Execute
E974643,Wealth Platform,WP-ClientPortfolio,WP001,Read
E974643,Wealth Platform,WP-InvestAdvice,WP002,Write
E974643,Wealth Platform,WP-OrderExec,WP003,Execute
E974643,Wealth Platform,WP-FinancialPlan,WP004,Write
E974643,Trust System,TS-EstatePlan,TS002,Write
E974643,Trust System,TS-Fiduciary,TS003,Execute
E974643,CRM Platform,CRM-HNWClient,CRM020,Read
E974643,CRM Platform,CRM-UHNWClient,CRM021,Read
E974643,CRM Platform,CRM-Referrals,CRM022,Write
E974643,KYC System,KYC-SourceOfWealth,KYC011,Write
E974643,HR Portal,HRP-TeamView,HRP010,Read
E974643,HR Portal,HRP-Approval,HRP011,Approve
E974643,HR Portal,HRP-BudgetView,HRP012,Read
E974643,Financial Reporting,FR-ExecDashboard,FR020,Read
E974643,Compliance Platform,CMP-EURegulatory,CMP011,Read
E974643,Compliance Platform,CMP-GDPR,CMP012,Read
S399069,Active Directory,AD-Login,AD001,Read
S399069,Active Directory,AD-Email,AD002,Read
S399069,Active Directory,AD-Intranet,AD003,Read
S399069,HR Portal,HRP-SelfService,HRP001,Read
S399069,HR Portal,HRP-TimeEntry,HRP002,Write
S399069,Compliance Training,CT-AnnualCert,CT001,Execute
S399069,Strategy Platform,SP-CompetitorIntel,SP002,Read
S399069,Strategy Platform,SP-StrategyDocs,SP003,Write
S399069,M&A Platform,MA-DueDiligence,MA003,Write
S399069,IR Platform,IR-Filings,IR001,Write
S399069,Financial Reporting,FR-StratReports,FR010,Read
S399069,Compliance Platform,CMP-LATAMRegulatory,CMP014,Read
A220210,Active Directory,AD-Login,AD001,Read
A220210,Active Directory,AD-Email,AD002,Read
A220210,Active Directory,AD-Intranet,AD003,Read
A220210,HR Portal,HRP-SelfService,HRP001,Read
A220210,HR Portal,HRP-TimeEntry,HRP002,Write
A220210,Compliance Training,CT-AnnualCert,CT001,Execute
A220210,Enterprise Risk Platform,ERP-RiskAssessment,ERP002,Write
A220210,Enterprise Risk Platform,ERP-ModelValidation,ERP004,Execute
A220210,Credit Risk System,CRS-PortfolioView,CRS001,Read
A220210,Credit Risk System,CRS-LossModel,CRS002,Execute
A220210,Credit Risk System,CRS-Provisioning,CRS003,Write
A220210,Operational Risk System,ORS-RCSA,ORS002,Write
A220210,Operational Risk System,ORS-ThirdParty,ORS004,Read
A220210,Compliance Training,CT-RiskCert,CT010,Execute
A220210,Compliance Platform,CMP-USRegulatory,CMP010,Read
A220210,Accounts Payable,AP-InvoiceEntry,AP001,Write
A220210,Accounts Payable,AP-PaymentRun,AP002,Execute
Y610823,Active Directory,AD-Login,AD001,Read
Y610823,Active Directory,AD-Email,AD002,Read
Y610823,Active Directory,AD-Intranet,AD003,Read
Y610823,HR Portal,HRP-SelfService,HRP001,Read
Y610823,HR Portal,HRP-TimeEntry,HRP002,Write
Y610823,Compliance Training,CT-AnnualCert,CT001,Execute
Y610823,ServiceNow,SN-IncidentMgmt,SN001,Write
Y610823,ServiceNow,SN-ChangeMgmt,SN002,Write
Y610823,ServiceNow,SN-ProblemMgmt,SN003,Write
Y610823,ServiceNow,SN-AssetMgmt,SN004,Read
Y610823,CI/CD Platform,CICD-Build,CICD001,Execute
Y610823,CI/CD Platform,CICD-Deploy,CICD002,Execute
Y610823,Cloud Platform,CP-AWSConsole,CP001,Read
Y610823,Cloud Platform,CP-AzureConsole,CP002,Read
Y610823,Cloud Platform,CP-Kubernetes,CP003,Admin
Y610823,Monitoring Tools,MT-Splunk,MT001,Read
Y610823,Monitoring Tools,MT-Grafana,MT002,Read
Y610823,Monitoring Tools,MT-PagerDuty,MT003,Write
Y610823,Compliance Platform,CMP-EURegulatory,CMP011,Read
Y610823,Compliance Platform,CMP-GDPR,CMP012,Read
U181121,Active Directory,AD-Login,AD001,Read
U181121,Active Directory,AD-Email,AD002,Read
U181121,Active Directory,AD-Intranet,AD003,Read
U181121,HR Portal,HRP-SelfService,HRP001,Read
U181121,HR Portal,HRP-TimeEntry,HRP002,Write
U181121,Compliance Training,CT-AnnualCert,CT001,Execute
U181121,Compliance Platform,CMP-PolicyMgmt,CMP001,Write
U181121,Compliance Platform,CMP-RegTracker,CMP002,Read
U181121,Compliance Platform,CMP-SARFiling,CMP003,Execute
U181121,Compliance Platform,CMP-AuditTrail,CMP004,Read
U181121,Contract Management,CM-ContractDraft,CM001,Write
U181121,Contract Management,CM-ContractReview,CM002,Read
U181121,Contract Management,CM-ContractApprove,CM003,Approve
U181121,eDiscovery,ED-Search,ED001,Execute
U181121,KYC System,KYC-Oversight,KYC020,Read
U181121,KYC System,KYC-Escalation,KYC021,Write
U181121,HR Portal,HRP-TeamView,HRP010,Read
U181121,HR Portal,HRP-Approval,HRP011,Approve
U181121,Compliance Platform,CMP-USRegulatory,CMP010,Read
A426610,Active Directory,AD-Login,AD001,Read
A426610,Active Directory,AD-Email,AD002,Read
A426610,Active Directory,AD-Intranet,AD003,Read
A426610,HR Portal,HRP-SelfService,HRP001,Read
A426610,HR Portal,HRP-TimeEntry,HRP002,Write
A426610,Compliance Training,CT-AnnualCert,CT001,Execute
A426610,Core Banking System,CBS-AccountView,CBS001,Read
A426610,Core Banking System,CBS-AccountOpen,CBS002,Write
A426610,Core Banking System,CBS-LoanOriginate,CBS003,Write
A426610,Digital Banking Platform,DBP-OnlineBanking,DBP002,Admin
A426610,CRM Platform,CRM-RetailClient,CRM010,Read
A426610,CRM Platform,CRM-SBBClient,CRM011,Read
A426610,CRM Platform,CRM-Campaigns,CRM012,Write
A426610,Collections System,COL-DelinqView,COL001,Read
A426610,Collections System,COL-Workout,COL002,Write
A426610,Compliance Platform,CMP-USRegulatory,CMP010,Read
L834242,Active Directory,AD-Login,AD001,Read
L834242,Active Directory,AD-Email,AD002,Read
L834242,Active Directory,AD-Intranet,AD003,Read
L834242,HR Portal,HRP-SelfService,HRP001,Read
L834242,HR Portal,HRP-TimeEntry,HRP002,Write
L834242,Compliance Training,CT-AnnualCert,CT001,Execute
L834242,Trading Platform,TP-FXTrading,TP001,Execute
L834242,Trading Platform,TP-RatesTrading,TP002,Execute
L834242,Trading Platform,TP-CreditTrading,TP003,Execute
L834242,Trading Platform,TP-EquityTrading,TP004,Execute
L834242,Risk Analytics,RA-MarketRisk,RA001,Read
L834242,Risk Analytics,RA-VaR,RA002,Execute
L834242,Risk Analytics,RA-StressTest,RA003,Execute
L834242,Treasury Management,TM-ALM,TM001,Read
L834242,Treasury Management,TM-Liquidity,TM002,Read
L834242,Treasury Management,TM-CapitalAlloc,TM004,Write
L834242,Bloomberg Terminal,BT-MarketData,BT001,Read
L834242,Bloomberg Terminal,BT-Analytics,BT002,Execute
L834242,Compliance Platform,CMP-EURegulatory,CMP011,Read
L834242,Compliance Platform,CMP-GDPR,CMP012,Read
Q458484,Active Directory,AD-Login,AD001,Read
Q458484,Active Directory,AD-Email,AD002,Read
Q458484,Active Directory,AD-Intranet,AD003,Read
Q458484,HR Portal,HRP-SelfService,HRP001,Read
Q458484,Compliance Training,CT-AnnualCert,CT001,Execute
Q458484,CRM Platform,CRM-ClientView,CRM001,Read
Q458484,CRM Platform,CRM-ClientEdit,CRM002,Write
Q458484,CRM Platform,CRM-DealPipeline,CRM003,Write
Q458484,CRM Platform,CRM-Reports,CRM004,Read
Q458484,Credit Analysis System,CAS-CreditView,CAS001,Read
Q458484,Credit Analysis System,CAS-CreditScore,CAS002,Execute
Q458484,Credit Analysis System,CAS-CreditApprove,CAS003,Approve
Q458484,Credit Analysis System,CAS-LimitSet,CAS004,Write
Q458484,Transaction Banking Platform,TBP-TradeFinance,TBP002,Read
Q458484,Transaction Banking Platform,TBP-Payments,TBP003,Execute
Q458484,KYC System,KYC-ClientDueDiligence,KYC001,Read
Q458484,KYC System,KYC-RiskRating,KYC002,Write
Q458484,HR Portal,HRP-TeamView,HRP010,Read
Q458484,HR Portal,HRP-Approval,HRP011,Approve
Q458484,HR Portal,HRP-BudgetView,HRP012,Read
Q458484,Compliance Platform,CMP-EURegulatory,CMP011,Read
Q458484,Compliance Platform,CMP-GDPR,CMP012,Read
E006281,Active Directory,AD-Login,AD001,Read
E006281,Active Directory,AD-Email,AD002,Read
E006281,Active Directory,AD-Intranet,AD003,Read
E006281,HR Portal,HRP-SelfService,HRP001,Read
E006281,HR Portal,HRP-TimeEntry,HRP002,Write
E006281,Compliance Training,CT-AnnualCert,CT001,Execute
E006281,General Ledger,GL-JournalEntry,GL001,Write
E006281,General Ledger,GL-TrialBalance,GL004,Read
E006281,Financial Reporting,FR-MgmtReports,FR001,Read
E006281,Financial Reporting,FR-RegReports,FR002,Read
E006281,Financial Reporting,FR-Consolidation,FR003,Execute
E006281,Budget System,BS-BudgetEntry,BS001,Write
E006281,Budget System,BS-Forecast,BS002,Write
E006281,Budget System,BS-Variance,BS003,Read
E006281,Accounts Payable,AP-InvoiceEntry,AP001,Write
E006281,Accounts Payable,AP-PaymentRun,AP002,Execute
E006281,Compliance Platform,CMP-USRegulatory,CMP010,Read
T571155,Active Directory,AD-Login,AD001,Read
T571155,Active Directory,AD-Email,AD002,Read
T571155,Active Directory,AD-Intranet,AD003,Read
T571155,HR Portal,HRP-SelfService,HRP001,Read
T571155,HR Portal,HRP-TimeEntry,HRP002,Write
T571155,Compliance Training,CT-AnnualCert,CT001,Execute
T571155,General Ledger,GL-JournalEntry,GL001,Write
T571155,General Ledger,GL-JournalApprove,GL002,Approve
T571155,General Ledger,GL-AccountRecon,GL003,Write
T571155,General Ledger,GL-TrialBalance,GL004,Read
T571155,Financial Reporting,FR-MgmtReports,FR001,Read
T571155,Financial Reporting,FR-RegReports,FR002,Read
T571155,Financial Reporting,FR-Consolidation,FR003,Execute
T571155,Budget System,BS-Forecast,BS002,Write
T571155,Budget System,BS-Variance,BS003,Read
T571155,Accounts Payable,AP-InvoiceEntry,AP001,Write
T571155,Accounts Payable,AP-PaymentRun,AP002,Execute
T571155,HR Portal,HRP-TeamView,HRP010,Read
T571155,HR Portal,HRP-Approval,HRP011,Approve
T571155,Compliance Platform,CMP-EURegulatory,CMP011,Read
T571155,Compliance Platform,CMP-GDPR,CMP012,Read
T571155,CRM Platform,CRM-ClientView,CRM001,Read
T571155,CRM Platform,CRM-ClientEdit,CRM002,Write
T414664,Active Directory,AD-Login,AD001,Read
T414664,Active Directory,AD-Email,AD002,Read
T414664,Active Directory,AD-Intranet,AD003,Read
T414664,HR Portal,HRP-SelfService,HRP001,Read
T414664,HR Portal,HRP-TimeEntry,HRP002,Write
T414664,Compliance Training,CT-AnnualCert,CT001,Execute
T414664,Strategy Platform,SP-MarketAnalysis,SP001,Read
T414664,Strategy Platform,SP-CompetitorIntel,SP002,Read
T414664,Strategy Platform,SP-StrategyDocs,SP003,Write
T414664,M&A Platform,MA-DealRoom,MA001,Read
T414664,M&A Platform,MA-Valuation,MA002,Execute
T414664,M&A Platform,MA-DueDiligence,MA003,Write
T414664,IR Platform,IR-Filings,IR001,Write
T414664,IR Platform,IR-InvestorComms,IR002,Write
T414664,IR Platform,IR-ESGReporting,IR003,Write
T414664,HR Portal,HRP-TeamView,HRP010,Read
T414664,HR Portal,HRP-Approval,HRP011,Approve
